time [s],current [A]
1139.0,1.6427758927029448
1140.0,1.621800272992369
1141.0,1.585336039797672
1142.0,1.5336445943853387
1143.0,1.4672990088874729
1144.0,1.3871741445950696
1145.0,1.294431345059495
1146.0,1.1904979768530293
1147.0,1.077042182822887
1148.0,0.9559432981454303
1149.0,0.8292584569252395
1150.0,0.6991859851038529
1151.0,0.5680262328307998
1152.0,0.438140545184197
1153.0,0.31190910338847816
1154.0,0.19168838887424344
1155.0,0.07976902929604995
1156.0,-0.021665221152304848
1157.0,-0.11057663498609127
1158.0,-0.18511009936891132
1159.0,-0.24362648560914923
1160.0,-0.2847322044722239
1161.0,-0.30730441959247534
1162.0,-0.31051146871065316
1163.0,-0.29382812794021085
1164.0,-0.2570454462535572
1165.0,-0.20027497423595353
1166.0,-0.12394731115126068
1167.0,-0.028804995716546156
1168.0,0.08411013311738924
1169.0,0.21347488043566387
1170.0,0.35770762510239373
1171.0,0.5149958264688401
1172.0,0.6833276178970003
1173.0,0.8605269240525713
1174.0,1.044291476072683
1175.0,1.2322330470336218
1176.0,1.4219191905520732
1177.0,1.6109157385621435
1178.0,1.7968293007917704
1179.0,1.977349008459449
1180.0,2.150286758229061
1181.0,2.313615239247598
1182.0,2.4655030656800583
1183.0,2.60434638883074
1184.0,2.728796425787319
1185.0,2.8377824144161576
1186.0,2.9305295861758163
1187.0,3.006571837143301
1188.0,3.0657588722783373
1189.0,3.108257696593674
1190.0,3.134548427796974
1191.0,3.1454145063187267
1192.0,3.1419274786351963
1193.0,3.125426626647869
1194.0,3.0974938078662833
1195.0,3.0599239566155205
1196.0,3.014691773928826
1197.0,2.963915201807545
1198.0,2.9098163349218447
1199.0,2.8546804685595406
1200.0,2.8008140148961695
